EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Week,Opponent Division,Team Division,Divisional Matchup?,Away Team
0.64,0.452,0.0,SEA,ARI,0.5,2022,9,NFC West,NFC West,1,1
0.61,0.437,0.0,JAX,LV,0.0,2022,9,AFC West,AFC South,0,0
0.59,0.415,0.0,ATL,LAC,0.5,2022,9,AFC West,NFC South,0,0
0.57,0.392,0.0,WAS,MIN,0.5,2022,9,NFC North,NFC East,0,0
0.56,0.4039999999999999,0.0,LAR,TB,1.5,2022,9,NFC South,NFC West,0,1
0.54,0.365,0.0,CHI,MIA,0.0,2022,9,AFC East,NFC North,0,0
0.51,0.336,0.0,IND,NE,0.5,2022,9,AFC East,AFC South,0,1
0.5,0.354,0.0,DET,GB,0.0,2022,9,NFC North,NFC North,1,0
0.44,0.258,0.0,CAR,CIN,0.0,2022,9,AFC North,NFC South,0,1
0.31,0.19,0.0,NYJ,BUF,0.5,2022,9,AFC East,AFC East,1,0
0.3,0.154,0.0,TEN,KC,1.0,2022,9,AFC West,AFC South,0,1
0.27,0.15,0.0,HOU,PHI,0.0,2022,9,NFC East,AFC South,0,0
1.08,0.7909999999999999,0.322,BAL,HOU,3.0,2023,1,AFC South,AFC North,0,0
1.02,0.653,0.065,SEA,LAR,2.0,2023,1,NFC West,NFC West,1,0
1.01,0.725,0.3829999999999999,WAS,ARI,0.0,2023,1,NFC West,NFC East,0,0
1.0,0.6459999999999999,0.0069999999999999,KC,DET,5.0,2023,1,NFC North,AFC West,0,0
1.0,0.625,0.038,ATL,CAR,1.5,2023,1,NFC South,NFC South,1,0
0.99,0.628,0.002,PHI,NE,5.0,2023,1,AFC East,NFC East,0,1
0.98,0.652,0.113,MIN,TB,1.0,2023,1,NFC South,NFC North,0,0
0.97,0.632,0.0289999999999999,JAX,IND,3.0,2023,1,AFC South,AFC South,1,1
0.97,0.604,0.002,DAL,NYG,4.0,2023,1,NFC East,NFC East,1,1
0.97,0.6,0.003,LAC,MIA,2.0,2023,1,AFC East,AFC West,0,0
0.96,0.599,0.015,DEN,LV,1.0,2023,1,AFC West,AFC West,1,0
0.93,0.5820000000000001,0.004,NO,TEN,2.5,2023,1,AFC South,NFC South,0,0
0.89,0.555,0.001,BUF,NYJ,4.5,2023,1,AFC East,AFC East,1,1
0.86,0.539,0.001,SF,PIT,5.0,2023,1,AFC North,NFC West,0,1
0.85,0.528,0.004,CHI,GB,0.5,2023,1,NFC North,NFC North,1,0
0.81,0.495,0.0001,CLE,CIN,2.5,2023,1,AFC North,AFC North,1,0
0.81,0.505,0.001,CIN,CLE,4.5,2023,1,AFC North,AFC North,1,1
0.77,0.472,0.001,GB,CHI,1.0,2023,1,NFC North,NFC North,1,1
0.75,0.461,0.001,PIT,SF,2.0,2023,1,NFC West,AFC North,0,0
0.73,0.445,0.0001,NYJ,BUF,2.5,2023,1,AFC East,AFC East,1,0
0.68,0.418,0.001,TEN,NO,0.5,2023,1,NFC South,AFC South,0,1
0.65,0.401,0.0002,LV,DEN,0.5,2023,1,AFC West,AFC West,1,1
0.65,0.4,0.0,MIA,LAC,3.0,2023,1,AFC West,AFC East,0,1
0.64,0.396,0.0,NYG,DAL,1.0,2023,1,NFC East,NFC East,1,0
0.64,0.368,0.0002,IND,JAX,0.5,2023,1,AFC South,AFC South,1,0
0.64,0.348,0.0001,TB,MIN,0.5,2023,1,NFC North,NFC South,0,1
0.62,0.372,0.0004,NE,PHI,0.5,2023,1,NFC East,AFC East,0,0
0.62,0.375,0.0002,CAR,ATL,0.5,2023,1,NFC South,NFC South,1,1
0.61,0.354,0.001,DET,KC,3.5,2023,1,AFC West,NFC North,0,1
0.61,0.275,0.0004,ARI,WAS,0.0,2023,1,NFC East,NFC West,0,1
0.59,0.347,0.0002,LAR,SEA,0.5,2023,1,NFC West,NFC West,1,1
0.54,0.209,0.0003,HOU,BAL,0.0,2023,1,AFC North,AFC South,0,1
1.16,0.916,0.331,DAL,NYG,3.0,2023,10,NFC East,NFC East,1,0
1.09,0.7490000000000001,0.06,BUF,DEN,1.5,2023,10,AFC West,AFC East,0,0
1.04,0.6970000000000001,0.025,SEA,WAS,1.0,2023,10,NFC East,NFC West,0,0
1.03,0.6940000000000001,0.036,BAL,CLE,3.0,2023,10,AFC North,AFC North,1,0
0.92,0.611,0.001,SF,JAX,5.0,2023,10,AFC South,NFC West,0,1
0.91,0.618,0.063,CHI,CAR,0.0,2023,10,NFC South,NFC North,0,0
0.87,0.5760000000000001,0.0,NO,MIN,2.0,2023,10,NFC North,NFC South,0,1
0.87,0.607,0.0969999999999999,PIT,GB,1.0,2023,10,NFC North,AFC North,0,0
0.87,0.575,0.0069999999999999,TB,TEN,0.5,2023,10,AFC South,NFC South,0,0
0.84,0.557,0.001,DET,LAC,4.0,2023,10,AFC West,NFC North,0,1
0.81,0.5429999999999999,0.002,ATL,ARI,1.5,2023,10,NFC West,NFC South,0,1
0.81,0.536,0.001,IND,NE,0.5,2023,10,AFC East,AFC South,0,1
0.81,0.6920000000000001,0.367,CIN,HOU,3.0,2023,10,AFC South,AFC North,0,0
0.77,0.503,0.004,NYJ,LV,0.0,2023,10,AFC West,AFC East,0,1
0.75,0.497,0.003,LV,NYJ,0.5,2023,10,AFC East,AFC West,0,0
0.71,0.308,0.0,HOU,CIN,1.0,2023,10,AFC North,AFC South,0,1
0.71,0.4639999999999999,0.0,NE,IND,0.5,2023,10,AFC South,AFC East,0,0
0.7,0.457,0.002,ARI,ATL,0.0,2023,10,NFC South,NFC West,0,0
0.67,0.4429999999999999,0.0,LAC,DET,1.5,2023,10,NFC North,AFC West,0,0
0.65,0.425,0.001,TEN,TB,1.0,2023,10,NFC South,AFC South,0,1
0.64,0.3929999999999999,0.0,GB,PIT,1.0,2023,10,AFC North,NFC North,0,1
0.64,0.424,0.0,MIN,NO,1.0,2023,10,NFC South,NFC North,0,0
0.6,0.382,0.0,CAR,CHI,0.0,2023,10,NFC North,NFC South,0,1
0.59,0.389,0.0,JAX,SF,2.0,2023,10,NFC West,AFC South,0,0
0.48,0.306,0.0,CLE,BAL,2.0,2023,10,AFC North,AFC North,1,1
0.48,0.303,0.0,WAS,SEA,1.0,2023,10,NFC West,NFC East,0,1
0.43,0.251,0.0,DEN,BUF,0.5,2023,10,AFC East,AFC West,0,1
0.35,0.084,0.0,NYG,DAL,0.0,2023,10,NFC East,NFC East,1,1
1.22,0.858,0.051,MIA,LV,4.0,2023,11,AFC West,AFC East,0,0
1.21,0.856,0.071,SF,TB,5.0,2023,11,NFC South,NFC West,0,0
1.16,0.813,0.02,DAL,CAR,2.5,2023,11,NFC South,NFC East,0,1
1.11,0.772,0.015,BUF,NYJ,1.0,2023,11,AFC East,AFC East,1,0
1.01,0.764,0.02,DET,CHI,3.0,2023,11,NFC North,NFC North,1,0
0.97,0.7290000000000001,0.3329999999999999,JAX,TEN,1.5,2023,11,AFC South,AFC South,1,0
0.94,0.684,0.079,HOU,ARI,0.5,2023,11,NFC West,AFC South,0,0
0.93,0.764,0.386,WAS,NYG,0.0,2023,11,NFC East,NFC East,1,0
0.93,0.6409999999999999,0.003,BAL,CIN,3.0,2023,11,AFC North,AFC North,1,0
0.85,0.591,0.003,LAC,GB,1.0,2023,11,NFC North,AFC West,0,1
0.83,0.575,0.011,DEN,MIN,0.5,2023,11,NFC North,AFC West,0,0
0.82,0.569,0.0,KC,PHI,4.0,2023,11,NFC East,AFC West,0,0
0.8,0.555,0.005,CLE,PIT,1.5,2023,11,AFC North,AFC North,1,0
0.8,0.552,0.003,LAR,SEA,1.5,2023,11,NFC West,NFC West,1,0
0.65,0.4479999999999999,0.0,SEA,LAR,1.0,2023,11,NFC West,NFC West,1,1
0.64,0.445,0.0,PIT,CLE,1.0,2023,11,AFC North,AFC North,1,1
0.62,0.431,0.0,PHI,KC,4.0,2023,11,AFC West,NFC East,0,1
0.62,0.425,0.0,MIN,DEN,1.0,2023,11,AFC West,NFC North,0,1
0.6,0.409,0.0,GB,LAC,1.0,2023,11,AFC West,NFC North,0,0
0.52,0.359,0.0,CIN,BAL,2.5,2023,11,AFC North,AFC North,1,1
0.52,0.236,0.0,NYG,WAS,0.0,2023,11,NFC East,NFC East,1,1
0.51,0.316,0.0,ARI,HOU,0.0,2023,11,AFC South,NFC West,0,1
0.47,0.271,0.0,TEN,JAX,1.0,2023,11,AFC South,AFC South,1,1
0.43,0.236,0.0,CHI,DET,0.0,2023,11,NFC North,NFC North,1,1
0.34,0.228,0.0,NYJ,BUF,0.0,2023,11,AFC East,AFC East,1,1
0.28,0.187,0.0,CAR,DAL,0.0,2023,11,NFC East,NFC South,0,0
0.24,0.144,0.0,TB,SF,0.5,2023,11,NFC West,NFC South,0,1
0.23,0.142,0.0,LV,MIA,0.0,2023,11,AFC East,AFC West,0,1
1.42,0.8420000000000001,0.253,DAL,WAS,2.5,2023,12,NFC East,NFC East,1,0
1.33,0.79,0.086,MIA,NYJ,4.0,2023,12,AFC East,AFC East,1,1
1.26,0.773,0.581,DET,GB,2.5,2023,12,NFC North,NFC North,1,0
1.23,0.7290000000000001,0.03,SF,SEA,5.0,2023,12,NFC West,NFC West,1,1
0.48,0.271,0.003,SEA,SF,1.0,2023,12,NFC West,NFC West,1,0
0.44,0.2269999999999999,0.032,GB,DET,1.0,2023,12,NFC North,NFC North,1,1
0.38,0.21,0.013,NYJ,MIA,0.0,2023,12,AFC East,AFC East,1,0
0.29,0.158,0.0,WAS,DAL,0.0,2023,12,NFC East,NFC East,1,1
1.25,0.785,0.087,KC,LV,3.0,2023,13,AFC West,AFC West,1,1
1.09,0.653,0.242,NE,NYG,0.5,2023,13,NFC East,AFC East,0,1
1.01,0.61,0.013,BAL,LAC,2.5,2023,13,AFC West,AFC North,0,1
0.98,0.579,0.04,LAR,ARI,1.5,2023,13,NFC West,NFC West,1,1
0.97,0.5710000000000001,0.04,IND,TB,0.5,2023,13,NFC South,AFC South,0,0
0.96,0.5760000000000001,0.0069999999999999,PHI,BUF,4.5,2023,13,AFC East,NFC East,0,0
0.92,0.545,0.0,DEN,CLE,0.5,2023,13,AFC North,AFC West,0,0
0.92,0.547,0.02,PIT,CIN,1.5,2023,13,AFC North,AFC North,1,1
0.9,0.525,0.0,NO,ATL,2.5,2023,13,NFC South,NFC South,1,1
0.88,0.407,0.0,CHI,MIN,0.5,2023,13,NFC North,NFC North,1,1
0.88,0.516,0.0069999999999999,JAX,HOU,2.5,2023,13,AFC South,AFC South,1,1
0.86,0.38,0.0,CAR,TEN,0.0,2023,13,AFC South,NFC South,0,1
0.85,0.62,0.309,TEN,CAR,0.0,2023,13,NFC South,AFC South,0,0
0.83,0.484,0.0,HOU,JAX,1.0,2023,13,AFC South,AFC South,1,0
0.83,0.593,0.215,MIN,CHI,0.5,2023,13,NFC North,NFC North,1,0
0.81,0.475,0.013,ATL,NO,1.5,2023,13,NFC South,NFC South,1,0
0.79,0.4529999999999999,0.0,CIN,PIT,2.0,2023,13,AFC North,AFC North,1,0
0.79,0.455,0.0,CLE,DEN,1.0,2023,13,AFC West,AFC North,0,1
0.75,0.424,0.0,BUF,PHI,1.0,2023,13,NFC East,AFC East,0,1
0.74,0.429,0.0,TB,IND,0.5,2023,13,AFC South,NFC South,0,1
0.73,0.421,0.0,ARI,LAR,0.0,2023,13,NFC West,NFC West,1,0
0.7,0.39,0.0069999999999999,LAC,BAL,1.0,2023,13,AFC North,AFC West,0,0
0.62,0.347,0.0,NYG,NE,0.0,2023,13,AFC East,NFC East,0,0
0.46,0.215,0.0,LV,KC,0.0,2023,13,AFC West,AFC West,1,0
1.37,0.7859999999999999,0.013,DAL,SEA,1.5,2023,14,NFC West,NFC East,0,0
1.33,0.772,0.0,MIA,WAS,3.0,2023,14,NFC East,AFC East,0,1
1.18,0.684,0.0,KC,GB,2.0,2023,14,NFC North,AFC West,0,1
1.1,0.635,0.0,DET,NO,2.0,2023,14,NFC South,NFC North,0,1
1.1,0.79,0.3,JAX,CIN,2.0,2023,14,AFC North,AFC South,0,0
1.07,0.617,0.013,HOU,DEN,1.5,2023,14,AFC West,AFC South,0,0
1.06,0.632,0.063,LAR,CLE,1.5,2023,14,AFC North,NFC West,0,0
1.04,0.6559999999999999,0.1,LAC,NE,0.5,2023,14,AFC East,AFC West,0,1
1.03,0.5870000000000001,0.0,SF,PHI,5.0,2023,14,NFC East,NFC West,0,1
0.98,0.7020000000000001,0.3,PIT,ARI,1.0,2023,14,NFC West,AFC North,0,0
0.95,0.545,0.0,ATL,NYJ,1.0,2023,14,AFC East,NFC South,0,1
0.92,0.527,0.0,IND,TEN,0.5,2023,14,AFC South,AFC South,1,1
0.91,0.379,0.0,CAR,TB,0.0,2023,14,NFC South,NFC South,1,1
0.84,0.621,0.188,TB,CAR,0.0,2023,14,NFC South,NFC South,1,0
0.83,0.473,0.0,TEN,IND,0.0,2023,14,AFC South,AFC South,1,0
0.8,0.455,0.013,NYJ,ATL,0.0,2023,14,NFC South,AFC East,0,0
0.77,0.298,0.0,ARI,PIT,0.0,2023,14,AFC North,NFC West,0,1
0.72,0.413,0.0,PHI,SF,4.5,2023,14,NFC West,NFC East,0,0
0.71,0.344,0.0,NE,LAC,0.5,2023,14,AFC West,AFC East,0,0
0.69,0.368,0.0,CLE,LAR,1.5,2023,14,NFC West,AFC North,0,1
0.68,0.3829999999999999,0.0,DEN,HOU,0.5,2023,14,AFC South,AFC West,0,1
0.65,0.21,0.0,CIN,JAX,1.0,2023,14,AFC South,AFC North,0,1
0.65,0.365,0.013,NO,DET,2.5,2023,14,NFC North,NFC South,0,0
0.57,0.316,0.0,GB,KC,2.0,2023,14,AFC West,NFC North,0,0
0.42,0.228,0.0,WAS,MIA,0.0,2023,14,AFC East,NFC East,0,0
0.38,0.214,0.0,SEA,DAL,0.5,2023,14,NFC East,NFC West,0,1
1.4,0.87,0.033,SF,SEA,4.5,2023,15,NFC West,NFC West,1,0
1.39,0.86,0.033,MIA,TEN,1.5,2023,15,AFC South,AFC East,0,0
1.14,0.747,0.267,BAL,LAR,1.5,2023,15,NFC West,AFC North,0,0
1.03,0.629,0.0,DAL,PHI,1.5,2023,15,NFC East,NFC East,1,0
1.01,0.682,0.067,NO,CAR,1.5,2023,15,NFC South,NFC South,1,0
1.01,0.6920000000000001,0.267,PIT,NE,0.0,2023,15,AFC East,AFC North,0,0
0.99,0.61,0.0,LAC,DEN,0.0,2023,15,AFC West,AFC West,1,0
0.97,0.599,0.033,DET,CHI,1.5,2023,15,NFC North,NFC North,1,1
0.95,0.584,0.0,CIN,IND,1.0,2023,15,AFC South,AFC North,0,0
0.94,0.5820000000000001,0.033,MIN,LV,0.5,2023,15,AFC West,NFC North,0,1
0.92,0.685,0.233,GB,NYG,1.0,2023,15,NFC East,NFC North,0,1
0.91,0.561,0.033,CLE,JAX,1.0,2023,15,AFC South,AFC North,0,0
0.89,0.61,0.0,HOU,NYJ,0.5,2023,15,AFC East,AFC South,0,1
0.89,0.547,0.0,ATL,TB,0.5,2023,15,NFC South,NFC South,1,0
0.88,0.541,0.0,KC,BUF,2.5,2023,15,AFC East,AFC West,0,0
0.75,0.4589999999999999,0.0,BUF,KC,1.5,2023,15,AFC West,AFC East,0,1
0.74,0.4529999999999999,0.0,TB,ATL,0.0,2023,15,NFC South,NFC South,1,1
0.74,0.39,0.0,NYJ,HOU,0.0,2023,15,AFC South,AFC East,0,0
0.72,0.439,0.0,JAX,CLE,1.5,2023,15,AFC North,AFC South,0,1
0.71,0.315,0.0,NYG,GB,0.0,2023,15,NFC North,NFC East,0,0
0.69,0.418,0.0,LV,MIN,0.5,2023,15,NFC North,AFC West,0,0
0.68,0.416,0.0,IND,CIN,1.0,2023,15,AFC North,AFC South,0,1
0.66,0.401,0.0,CHI,DET,0.5,2023,15,NFC North,NFC North,1,0
0.64,0.39,0.0,DEN,LAC,0.5,2023,15,AFC West,AFC West,1,1
0.62,0.308,0.0,NE,PIT,0.5,2023,15,AFC North,AFC East,0,1
0.62,0.318,0.0,CAR,NO,0.0,2023,15,NFC South,NFC South,1,1
0.6,0.371,0.0,PHI,DAL,5.0,2023,15,NFC East,NFC East,1,1
0.5,0.253,0.0,LAR,BAL,2.0,2023,15,AFC North,NFC West,0,1
0.24,0.14,0.0,TEN,MIA,0.0,2023,15,AFC East,AFC South,0,1
0.23,0.13,0.0,SEA,SF,0.5,2023,15,NFC West,NFC West,1,1
1.32,0.835,0.077,SF,ARI,4.0,2023,16,NFC West,NFC West,1,1
1.23,0.7929999999999999,0.0,KC,NE,2.5,2023,16,AFC East,AFC West,0,1
1.2,0.7509999999999999,0.0,MIA,NYJ,0.5,2023,16,AFC East,AFC East,1,0
1.09,0.6970000000000001,0.077,NO,NYG,0.5,2023,16,NFC East,NFC South,0,0
1.09,0.675,0.0,DET,DEN,1.5,2023,16,AFC West,NFC North,0,0
1.05,0.6659999999999999,0.0,PHI,SEA,5.0,2023,16,NFC West,NFC East,0,1
1.04,0.645,0.0,BAL,JAX,1.5,2023,16,AFC South,AFC North,0,1
1.0,0.636,0.077,GB,TB,1.5,2023,16,NFC South,NFC North,0,0
0.95,0.601,0.154,TEN,HOU,0.0,2023,16,AFC South,AFC South,1,0
0.95,0.727,0.385,LAR,WAS,1.5,2023,16,NFC East,NFC West,0,0
0.94,0.5820000000000001,0.0,LV,LAC,0.5,2023,16,AFC West,AFC West,1,0
0.92,0.598,0.154,CIN,MIN,1.0,2023,16,NFC North,AFC North,0,0
0.9,0.569,0.077,CLE,CHI,1.0,2023,16,NFC North,AFC North,0,0
0.9,0.556,0.0,BUF,DAL,3.0,2023,16,NFC East,AFC East,0,0
0.86,0.532,0.0,IND,PIT,0.5,2023,16,AFC North,AFC South,0,0
0.83,0.5710000000000001,0.0,ATL,CAR,0.0,2023,16,NFC South,NFC South,1,1
0.79,0.429,0.0,CAR,ATL,0.0,2023,16,NFC South,NFC South,1,0
0.76,0.4679999999999999,0.0,PIT,IND,0.0,2023,16,AFC South,AFC North,0,1
0.72,0.444,0.0,DAL,BUF,1.5,2023,16,AFC East,NFC East,0,1
0.72,0.431,0.0,CHI,CLE,1.0,2023,16,AFC North,NFC North,0,1
0.7,0.402,0.0,MIN,CIN,0.5,2023,16,AFC North,NFC North,0,1
0.68,0.418,0.0,LAC,LV,0.0,2023,16,AFC West,AFC West,1,1
0.67,0.273,0.0,WAS,LAR,0.0,2023,16,NFC West,NFC East,0,1
0.67,0.3989999999999999,0.0,HOU,TEN,0.5,2023,16,AFC South,AFC South,1,1
0.62,0.364,0.0,TB,GB,0.0,2023,16,NFC North,NFC South,0,1
0.58,0.355,0.0,JAX,BAL,1.5,2023,16,AFC North,AFC South,0,0
0.57,0.3339999999999999,0.0,SEA,PHI,1.0,2023,16,NFC East,NFC West,0,0
0.53,0.325,0.0,DEN,DET,1.0,2023,16,NFC North,AFC West,0,1
0.52,0.303,0.0,NYG,NO,0.0,2023,16,NFC South,NFC East,0,1
0.42,0.249,0.0,NYJ,MIA,0.5,2023,16,AFC East,AFC East,1,1
0.39,0.207,0.0,NE,KC,0.5,2023,16,AFC West,AFC East,0,0
0.3,0.165,0.0,ARI,SF,0.0,2023,16,NFC West,NFC West,1,0
1.19,0.828,0.0,KC,LV,2.5,2023,17,AFC West,AFC West,1,0
1.1,0.8490000000000001,1.0,PHI,NYG,5.0,2023,17,NFC East,NFC East,1,0
1.03,0.706,0.0,SF,BAL,4.5,2023,17,AFC North,NFC West,0,0
0.43,0.294,0.0,BAL,SF,2.5,2023,17,NFC West,AFC North,0,1
0.35,0.151,0.0,NYG,PHI,0.0,2023,17,NFC East,NFC East,1,1
0.26,0.172,0.0,LV,KC,0.5,2023,17,AFC West,AFC West,1,1
1.18,0.8440000000000001,0.0,BUF,LAC,2.5,2023,18,AFC West,AFC East,0,1
0.96,0.672,0.2,CHI,ARI,0.5,2023,18,NFC West,NFC North,0,0
0.94,0.652,0.1,LAR,NO,1.5,2023,18,NFC South,NFC West,0,0
0.93,0.743,0.6,DEN,NE,1.0,2023,18,AFC East,AFC West,0,0
0.86,0.64,0.1,GB,CAR,1.0,2023,18,NFC South,NFC North,0,1
0.85,0.586,0.0,SEA,TEN,2.0,2023,18,AFC South,NFC West,0,1
0.85,0.584,0.0,ATL,IND,0.0,2023,18,AFC South,NFC South,0,0
0.84,0.5820000000000001,0.0,NYJ,WAS,0.0,2023,18,NFC East,AFC East,0,0
0.84,0.575,0.0,CLE,HOU,1.5,2023,18,AFC South,AFC North,0,1
0.82,0.569,0.0,CIN,PIT,0.5,2023,18,AFC North,AFC North,1,1
0.81,0.5589999999999999,0.0,DET,MIN,1.5,2023,18,NFC North,NFC North,1,1
0.79,0.545,0.0,MIA,DAL,0.5,2023,18,NFC East,AFC East,0,0
0.78,0.539,0.0,JAX,TB,1.5,2023,18,NFC South,AFC South,0,1
0.67,0.461,0.0,TB,JAX,1.5,2023,18,AFC South,NFC South,0,0
0.66,0.455,0.0,DAL,MIA,3.5,2023,18,AFC East,NFC East,0,1
0.64,0.441,0.0,MIN,DET,0.5,2023,18,NFC North,NFC North,1,0
0.63,0.431,0.0,PIT,CIN,0.0,2023,18,AFC North,AFC North,1,0
0.62,0.425,0.0,HOU,CLE,1.0,2023,18,AFC North,AFC South,0,0
0.61,0.418,0.0,WAS,NYJ,0.0,2023,18,AFC East,NFC East,0,1
0.61,0.416,0.0,IND,ATL,1.5,2023,18,NFC South,AFC South,0,1
0.61,0.414,0.0,TEN,SEA,0.0,2023,18,NFC West,AFC South,0,0
0.6,0.36,0.0,CAR,GB,0.0,2023,18,NFC North,NFC South,0,0
0.53,0.257,0.0,NE,DEN,0.5,2023,18,AFC West,AFC East,0,1
0.52,0.348,0.0,NO,LAR,0.5,2023,18,NFC West,NFC South,0,1
0.5,0.3279999999999999,0.0,ARI,CHI,0.0,2023,18,NFC North,NFC West,0,1
0.28,0.156,0.0,LAC,BUF,0.0,2023,18,AFC East,AFC West,0,0
1.27,0.878,0.0,BUF,NE,1.5,2023,19,AFC East,AFC East,1,0
1.27,0.8690000000000001,0.0,SF,WAS,1.5,2023,19,NFC East,NFC West,0,1
1.19,0.8420000000000001,0.0,PHI,ARI,2.5,2023,19,NFC West,NFC East,0,0
1.1,0.743,0.0,KC,CIN,0.0,2023,19,AFC North,AFC West,0,0
1.02,0.735,0.25,CLE,NYJ,0.0,2023,19,AFC East,AFC North,0,0
1.01,0.7070000000000001,0.0,LAR,NYG,0.0,2023,19,NFC East,NFC West,0,1
0.98,0.66,0.0,DAL,DET,5.0,2023,19,NFC North,NFC East,0,0
0.97,0.657,0.0,SEA,PIT,1.0,2023,19,AFC North,NFC West,0,0
0.92,0.67,0.25,HOU,TEN,0.5,2023,19,AFC South,AFC South,1,0
0.91,0.623,0.25,IND,LV,0.0,2023,19,AFC West,AFC South,0,0
0.9,0.633,0.25,DEN,LAC,0.0,2023,19,AFC West,AFC West,1,0
0.89,0.606,0.0,BAL,MIA,0.0,2023,19,AFC East,AFC North,0,0
0.88,0.643,0.0,JAX,CAR,2.5,2023,19,NFC South,AFC South,0,0
0.83,0.5720000000000001,0.0,TB,NO,3.0,2023,19,NFC South,NFC South,1,0
0.83,0.569,0.0,CHI,ATL,0.0,2023,19,NFC South,NFC North,0,0
0.76,0.508,0.0,GB,MIN,1.5,2023,19,NFC North,NFC North,1,1
0.72,0.492,0.0,MIN,GB,0.0,2023,19,NFC North,NFC North,1,0
0.65,0.431,0.0,ATL,CHI,0.0,2023,19,NFC North,NFC South,0,1
0.65,0.428,0.0,NO,TB,1.5,2023,19,NFC South,NFC South,1,1
0.6,0.357,0.0,CAR,JAX,0.0,2023,19,AFC South,NFC South,0,1
0.59,0.3939999999999999,0.0,MIA,BAL,0.0,2023,19,AFC North,AFC East,0,1
0.57,0.367,0.0,LAC,DEN,1.5,2023,19,AFC West,AFC West,1,1
0.57,0.377,0.0,LV,IND,1.0,2023,19,AFC South,AFC West,0,1
0.56,0.33,0.0,TEN,HOU,0.0,2023,19,AFC South,AFC South,1,1
0.51,0.3429999999999999,0.0,PIT,SEA,2.0,2023,19,NFC West,AFC North,0,1
0.5,0.34,0.0,DET,DAL,1.5,2023,19,NFC East,NFC North,0,1
0.46,0.293,0.0,NYG,LAR,0.0,2023,19,NFC West,NFC East,0,0
0.46,0.265,0.0,NYJ,CLE,0.0,2023,19,AFC North,AFC East,0,1
0.38,0.257,0.0,CIN,KC,2.5,2023,19,AFC West,AFC North,0,1
0.29,0.158,0.0,ARI,PHI,0.0,2023,19,NFC East,NFC West,0,1
0.21,0.131,0.0,WAS,SF,0.0,2023,19,NFC West,NFC East,0,0
0.21,0.122,0.0,NE,BUF,1.0,2023,19,AFC East,AFC East,1,1
1.11,0.736,0.047,SF,LAR,5.0,2023,2,NFC West,NFC West,1,1
1.07,0.753,0.098,DAL,NYJ,4.0,2023,2,AFC East,NFC East,0,0
1.05,0.691,0.038,PHI,MIN,4.5,2023,2,NFC North,NFC East,0,0
1.03,0.754,0.4029999999999999,BUF,LV,4.0,2023,2,AFC West,AFC East,0,0
1.01,0.662,0.048,DET,SEA,3.0,2023,2,NFC West,NFC North,0,0
1.0,0.64,0.1159999999999999,DEN,WAS,0.5,2023,2,NFC East,AFC West,0,0
0.95,0.604,0.005,CIN,BAL,4.0,2023,2,AFC North,AFC North,1,0
0.95,0.616,0.019,NO,CAR,2.5,2023,2,NFC South,NFC South,1,1
0.93,0.6459999999999999,0.178,NYG,ARI,0.5,2023,2,NFC West,NFC East,0,1
0.93,0.593,0.001,KC,JAX,5.0,2023,2,AFC South,AFC West,0,1
0.93,0.5820000000000001,0.002,ATL,GB,2.0,2023,2,NFC North,NFC South,0,0
0.89,0.5710000000000001,0.005,LAC,TEN,2.0,2023,2,AFC South,AFC West,0,1
0.88,0.562,0.002,CLE,PIT,2.5,2023,2,AFC North,AFC North,1,1
0.86,0.551,0.023,TB,CHI,0.5,2023,2,NFC North,NFC South,0,0
0.82,0.529,0.001,MIA,NE,3.5,2023,2,AFC East,AFC East,1,1
0.79,0.497,0.006,HOU,IND,0.0,2023,2,AFC South,AFC South,1,0
0.79,0.503,0.003,IND,HOU,0.0,2023,2,AFC South,AFC South,1,1
0.76,0.471,0.002,NE,MIA,1.0,2023,2,AFC East,AFC East,1,0
0.72,0.449,0.0003,CHI,TB,0.5,2023,2,NFC South,NFC North,0,1
0.7,0.4379999999999999,0.0004,PIT,CLE,1.5,2023,2,AFC North,AFC North,1,0
0.7,0.429,0.0003,TEN,LAC,1.0,2023,2,AFC West,AFC South,0,0
0.65,0.418,0.001,GB,ATL,1.0,2023,2,NFC South,NFC North,0,1
0.65,0.407,0.0,JAX,KC,3.0,2023,2,AFC West,AFC South,0,0
0.65,0.354,0.0005,ARI,NYG,0.0,2023,2,NFC East,NFC West,0,0
0.64,0.384,0.0003,CAR,NO,0.5,2023,2,NFC South,NFC South,1,0
0.63,0.396,0.0003,BAL,CIN,3.0,2023,2,AFC North,AFC North,1,1
0.58,0.36,0.001,WAS,DEN,0.0,2023,2,AFC West,NFC East,0,1
0.57,0.3379999999999999,0.0,SEA,DET,2.0,2023,2,NFC North,NFC West,0,1
0.55,0.246,0.0,LV,BUF,0.5,2023,2,AFC East,AFC West,0,1
0.53,0.309,0.0,MIN,PHI,1.0,2023,2,NFC East,NFC North,0,1
0.51,0.247,0.0,NYJ,DAL,1.5,2023,2,NFC East,AFC East,0,1
0.47,0.264,0.0,LAR,SF,1.0,2023,2,NFC West,NFC West,1,0
1.42,0.8490000000000001,0.0,DAL,WAS,0.0,2023,20,NFC East,NFC East,1,1
1.2,0.7509999999999999,0.5,CIN,CLE,0.0,2023,20,AFC North,AFC North,1,0
1.17,0.691,0.0,SF,LAR,0.0,2023,20,NFC West,NFC West,1,0
